route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
507,1,1288607,Gold Line To Downtown Sacramento - 8th & K Only,0,26.0,53873
507,1,1288608,Gold Line To Downtown Sacramento - 8th & K Only,0,25.0,53873
507,1,1288609,Gold Line To Downtown Sacramento - 8th & K Only,0,28.0,53873
507,1,1288610,Gold Line To Downtown Sacramento - 8th & K Only,0,29.0,53873
507,1,1288611,Gold Line To Downtown Sacramento - 8th & K Only,0,21.0,53873
507,1,1288612,Gold Line To Sacramento Valley Station,0,21.0,53871
507,1,1288613,Gold Line To Sacramento Valley Station,0,23.0,53871
507,1,1288614,Gold Line To Sacramento Valley Station,0,25.0,53871
507,1,1288615,Gold Line To Sacramento Valley Station,0,28.0,53871
507,1,1288616,Gold Line To Sacramento Valley Station,0,29.0,53871
507,1,1288617,Gold Line To Sacramento Valley Station,0,21.0,53871
507,1,1288618,Gold Line To Sacramento Valley Station,0,23.0,53871
507,1,1288619,Gold Line To Historic Folsom,1,21.0,53875
507,1,1288620,Gold Line To Historic Folsom,1,23.0,53875
507,1,1288621,Gold Line To Historic Folsom,1,25.0,53875
507,1,1288622,Gold Line To Historic Folsom,1,28.0,53875
507,1,1288623,Gold Line To Historic Folsom,1,22.0,53875
507,1,1288624,Gold Line To Historic Folsom,1,24.0,53875
507,1,1288625,Gold Line To Historic Folsom,1,26.0,53875
507,1,1288626,Gold Line To Historic Folsom,1,27.0,53875
507,1,1288627,Gold Line To Historic Folsom,1,29.0,53875
507,1,1288628,Gold Line To Historic Folsom,1,21.0,53875
507,1,1288629,Gold Line To Historic Folsom,1,23.0,53875
507,1,1288630,Gold Line To Historic Folsom,1,25.0,53875
507,1,1288631,Gold Line To Historic Folsom,1,28.0,53875
507,1,1288632,Gold Line To Historic Folsom,1,22.0,53875
507,1,1288633,Gold Line To Historic Folsom,1,24.0,53875
507,1,1288634,Gold Line To Historic Folsom,1,26.0,53875
507,1,1288635,Gold Line To Historic Folsom,1,27.0,53875
507,1,1288636,Gold Line To Historic Folsom,1,29.0,53875
507,1,1288637,Gold Line To Historic Folsom,1,21.0,53875
507,1,1288638,Gold Line To Historic Folsom,1,23.0,53875
507,1,1288639,Gold Line To Historic Folsom,1,25.0,53875
507,1,1288640,Gold Line To Historic Folsom,1,28.0,53875
507,1,1288641,Gold Line To Historic Folsom,1,22.0,53875
507,1,1288642,Gold Line To Historic Folsom,1,21.0,53875
507,1,1288643,Gold Line To Historic Folsom,1,24.0,53875
507,1,1288644,Gold Line To Sunrise,1,23.0,53876
507,1,1288645,Gold Line To Historic Folsom,1,26.0,53875
507,1,1288646,Gold Line To Historic Folsom,1,25.0,53875
507,1,1288647,Gold Line To Historic Folsom,1,27.0,53875
507,1,1288648,Gold Line To Sunrise,1,28.0,53876
507,1,1288649,Gold Line To Historic Folsom,1,29.0,53875
507,1,1288650,Gold Line To Historic Folsom,1,22.0,53875
507,1,1288651,Gold Line To Historic Folsom,1,21.0,53875
507,1,1288652,Gold Line To Sunrise,1,24.0,53876
507,1,1288653,Gold Line To Historic Folsom,1,23.0,53875
507,1,1288654,Gold Line To Historic Folsom,1,26.0,53875
507,1,1288655,Gold Line To Historic Folsom,1,25.0,53875
507,1,1288656,Gold Line To Historic Folsom,1,28.0,53875
507,1,1288657,Gold Line To Historic Folsom,1,29.0,53875
507,1,1288658,Gold Line To Historic Folsom,1,21.0,53875
507,1,1288659,Gold Line To Historic Folsom,1,23.0,53875
507,1,1288660,Gold Line To Historic Folsom,1,25.0,53875
507,1,1288661,Gold Line To Historic Folsom,1,28.0,53875
507,1,1288662,Gold Line To Historic Folsom,1,29.0,53875
507,1,1288663,Gold Line To Historic Folsom,1,21.0,53875
507,1,1288664,Gold Line To Sunrise,1,23.0,53876
507,1,1288665,Gold Line To Sunrise,1,22.0,53876
507,1,1288666,Gold Line To Sunrise,1,24.0,53876
507,1,1288667,Gold Line To Historic Folsom,1,27.0,53875
507,1,1288668,Gold Line To Sunrise,1,29.0,53876
507,1,1288669,Gold Line To Historic Folsom,1,21.0,53875
507,1,1288670,Gold Line To Sunrise,1,23.0,53876
507,1,1288671,Gold Line To Historic Folsom,1,25.0,53875
507,1,1288672,Gold Line To Sunrise,1,28.0,53876
507,1,1288673,Gold Line To Historic Folsom,1,22.0,53875
507,1,1288674,Gold Line To Sunrise,1,24.0,53876
507,1,1288675,Gold Line To Historic Folsom,1,26.0,53875
507,1,1288676,Gold Line To Sunrise,1,27.0,53876
507,1,1288677,Gold Line To Historic Folsom,1,29.0,53875
507,1,1288678,Gold Line To Sunrise,1,21.0,53876
507,1,1288679,Gold Line To Historic Folsom,1,23.0,53875
507,1,1288680,Gold Line To Sunrise,1,25.0,53876
507,1,1288681,Gold Line To Historic Folsom,1,28.0,53875
507,1,1288682,Gold Line To Sunrise,1,22.0,53876
507,1,1288683,Gold Line To Historic Folsom,1,24.0,53875
507,1,1288684,Gold Line To Sunrise,1,26.0,53876
507,1,1288685,Gold Line To Historic Folsom,1,27.0,53875
507,1,1288686,Gold Line To Sunrise,1,29.0,53876
507,1,1288687,Gold Line To Sunrise,1,27.0,53876
533,1,1289431,BLUE LINE TO CRC,0,7.0,53886
533,1,1289432,BLUE LINE TO CRC,0,9.0,53886
533,1,1289433,BLUE LINE TO CRC,0,1.0,53886
533,1,1289434,BLUE LINE TO CRC,0,1.0,53886
533,1,1289435,BLUE LINE TO CRC,0,3.0,53886
533,1,1289436,BLUE LINE TO CRC,0,5.0,53886
533,1,1289437,BLUE LINE TO CRC,0,2.0,53886
533,1,1289438,BLUE LINE TO CRC,0,4.0,53886
533,1,1289439,BLUE LINE TO CRC,0,6.0,53886
533,1,1289440,BLUE LINE TO CRC,0,1.0,53887
533,1,1289441,BLUE LINE TO CRC,0,9.0,53886
533,1,1289442,BLUE LINE TO CRC,0,7.0,53886
533,1,1289443,BLUE LINE TO CRC,0,4.0,53887
533,1,1289444,BLUE LINE TO CRC,0,5.0,53887
533,1,1289445,BLUE LINE TO CRC,0,2.0,53887
533,1,1289446,BLUE LINE TO CRC,0,5.0,53886
533,1,1289447,BLUE LINE TO CRC,0,3.0,53886
533,1,1289448,BLUE LINE TO CRC,0,1.0,53886
533,1,1289449,BLUE LINE TO CRC,0,9.0,53886
533,1,1289450,BLUE LINE TO CRC,0,7.0,53886
533,1,1289451,BLUE LINE TO CRC,0,8.0,53886
533,1,1289452,BLUE LINE TO CRC,0,2.0,53886
533,1,1289453,BLUE LINE TO CRC,0,4.0,53886
533,1,1289454,BLUE LINE TO CRC,0,10.0,53886
533,1,1289455,BLUE LINE TO CRC,0,8.0,53886
533,1,1289456,BLUE LINE TO CRC,0,6.0,53886
533,1,1289457,BLUE LINE TO CRC,0,3.0,53887
533,1,1289458,BLUE LINE TO CRC,0,10.0,53886
533,1,1289459,BLUE LINE TO CRC,0,6.0,53886
533,1,1289460,BLUE LINE TO CRC,0,4.0,53886
533,1,1289461,BLUE LINE TO CRC,0,2.0,53886
533,1,1289462,BLUE LINE TO CRC,0,4.0,53886
533,1,1289463,BLUE LINE TO CRC,0,2.0,53886
533,1,1289464,BLUE LINE TO CRC,0,10.0,53886
533,1,1289465,BLUE LINE TO CRC,0,2.0,53886
533,1,1289466,BLUE LINE TO CRC,0,10.0,53886
533,1,1289467,BLUE LINE TO CRC,0,8.0,53886
533,1,1289468,BLUE LINE TO CRC,0,6.0,53886
533,1,1289469,BLUE LINE TO CRC,0,4.0,53886
533,1,1289470,BLUE LINE TO CRC,0,6.0,53886
533,1,1289471,BLUE LINE TO CRC,0,6.0,53886
533,1,1289472,BLUE LINE TO CRC,0,8.0,53886
533,1,1289473,BLUE LINE TO CRC,0,8.0,53886
533,1,1289474,BLUE LINE TO CRC,0,10.0,53886
533,1,1289475,BLUE LINE TO CRC,0,6.0,53886
533,1,1289476,BLUE LINE TO CRC,0,5.0,53886
533,1,1289477,BLUE LINE TO CRC,0,3.0,53886
533,1,1289478,BLUE LINE TO CRC,0,1.0,53886
533,1,1289479,BLUE LINE TO CRC,0,9.0,53886
533,1,1289480,BLUE LINE TO CRC,0,6.0,53886
533,1,1289481,BLUE LINE TO CRC,0,5.0,53886
533,1,1289482,BLUE LINE TO CRC,0,3.0,53886
533,1,1289483,BLUE LINE TO CRC,0,1.0,53886
533,1,1289484,BLUE LINE TO CRC,0,9.0,53886
533,1,1289485,BLUE LINE TO CRC,0,7.0,53886
533,1,1289486,BLUE LINE TO CRC,0,5.0,53886
533,1,1289487,BLUE LINE TO CRC,0,3.0,53886
533,1,1289488,BLUE LINE TO CRC,0,1.0,53886
533,1,1289489,BLUE LINE TO CRC,0,9.0,53886
533,1,1289490,BLUE LINE TO CRC,0,7.0,53886
533,1,1289491,BLUE LINE TO CRC,0,5.0,53886
533,1,1289492,BLUE LINE TO CRC,0,3.0,53886
533,1,1289493,BLUE LINE TO CRC,0,1.0,53886
533,1,1289494,BLUE LINE TO CRC,0,9.0,53886
533,1,1289495,BLUE LINE TO CRC,0,7.0,53886
533,1,1289496,BLUE LINE TO CRC,0,5.0,53886
533,1,1289497,BLUE LINE TO CRC,0,3.0,53886
533,1,1289498,BLUE LINE TO WATT I-80,1,7.0,53888
533,1,1289499,BLUE LINE TO WATT I-80,1,6.0,53888
533,1,1289500,BLUE LINE TO WATT I-80,1,5.0,53888
533,1,1289501,BLUE LINE TO WATT I-80,1,3.0,53888
533,1,1289502,BLUE LINE TO WATT I-80,1,1.0,53888
533,1,1289503,BLUE LINE TO WATT I-80,1,9.0,53888
533,1,1289504,BLUE LINE TO WATT I-80,1,6.0,53888
533,1,1289505,BLUE LINE TO WATT I-80,1,4.0,53888
533,1,1289506,BLUE LINE TO WATT I-80,1,2.0,53888
533,1,1289507,BLUE LINE TO WATT I-80,1,10.0,53888
533,1,1289508,BLUE LINE TO WATT I-80,1,8.0,53888
533,1,1289509,BLUE LINE TO WATT I-80,1,6.0,53888
533,1,1289510,BLUE LINE TO WATT I-80,1,4.0,53888
533,1,1289511,BLUE LINE TO WATT I-80,1,2.0,53888
533,1,1289512,BLUE LINE TO WATT I-80,1,10.0,53888
533,1,1289513,BLUE LINE TO WATT I-80,1,8.0,53888
533,1,1289514,BLUE LINE TO WATT I-80,1,6.0,53888
533,1,1289515,BLUE LINE TO WATT I-80,1,4.0,53888
533,1,1289516,BLUE LINE TO WATT I-80,1,2.0,53888
533,1,1289517,BLUE LINE TO WATT I-80,1,10.0,53888
533,1,1289518,BLUE LINE TO WATT I-80,1,8.0,53888
533,1,1289519,BLUE LINE TO WATT I-80,1,6.0,53888
533,1,1289520,BLUE LINE TO WATT I-80,1,4.0,53888
533,1,1289521,BLUE LINE TO WATT I-80,1,2.0,53888
533,1,1289522,BLUE LINE TO WATT I-80,1,10.0,53888
533,1,1289523,BLUE LINE TO WATT I-80,1,8.0,53888
533,1,1289524,BLUE LINE TO WATT I-80,1,6.0,53888
533,1,1289525,BLUE LINE TO WATT I-80,1,4.0,53888
533,1,1289526,BLUE LINE TO WATT I-80,1,2.0,53888
533,1,1289527,BLUE LINE TO WATT I-80,1,10.0,53888
533,1,1289528,BLUE LINE TO WATT I-80,1,8.0,53888
533,1,1289529,BLUE LINE TO WATT I-80,1,6.0,53888
533,1,1289530,BLUE LINE TO WATT I-80,1,4.0,53888
533,1,1289531,BLUE LINE TO WATT I-80,1,2.0,53888
533,1,1289532,BLUE LINE TO WATT I-80,1,10.0,53888
533,1,1289533,BLUE LINE TO WATT I-80,1,6.0,53888
533,1,1289534,BLUE LINE TO WATT I-80,1,5.0,53888
533,1,1289535,BLUE LINE TO WATT I-80,1,3.0,53888
533,1,1289536,BLUE LINE TO WATT I-80,1,1.0,53888
533,1,1289537,BLUE LINE TO WATT I-80,1,9.0,53888
533,1,1289538,BLUE LINE TO WATT I-80,1,7.0,53888
533,1,1289539,BLUE LINE TO WATT I-80,1,3.0,53888
533,1,1289540,BLUE LINE TO WATT I-80,1,1.0,53888
533,1,1289541,BLUE LINE TO WATT I-80,1,9.0,53888
533,1,1289542,BLUE LINE TO WATT I-80,1,3.0,53888
533,1,1289543,BLUE LINE TO WATT I-80,1,1.0,53888
533,1,1289544,BLUE LINE TO WATT I-80,1,9.0,53888
533,1,1289545,BLUE LINE TO WATT I-80,1,5.0,53888
533,1,1289546,BLUE LINE TO WATT I-80,1,7.0,53888
533,1,1289547,BLUE LINE TO WATT I-80,1,5.0,53888
533,1,1289548,BLUE LINE TO WATT I-80,1,9.0,53888
533,1,1289549,BLUE LINE TO WATT I-80,1,1.0,53888
533,1,1289550,BLUE LINE TO WATT I-80,1,9.0,53888
533,1,1289551,BLUE LINE TO WATT I-80,1,7.0,53888
533,1,1289552,BLUE LINE TO WATT I-80,1,5.0,53888
533,1,1289553,BLUE LINE TO WATT I-80,1,5.0,53888
533,1,1289554,BLUE LINE TO WATT I-80,1,3.0,53888
533,1,1289555,BLUE LINE TO WATT I-80,1,1.0,53888
533,1,1289556,BLUE LINE TO WATT I-80,1,3.0,53888
533,1,1289557,BLUE LINE TO WATT I-80,1,7.0,53888
533,1,1289558,BLUE LINE TO WATT I-80,1,5.0,53888
533,1,1289559,BLUE LINE TO WATT I-80,1,3.0,53888
533,1,1289560,BLUE LINE TO WATT I-80,1,7.0,53888
533,1,1289561,BLUE LINE TO WATT I-80,1,5.0,53888
533,1,1289562,BLUE LINE TO WATT I-80,1,3.0,53888
533,1,1289563,BLUE LINE TO WATT I-80,1,1.0,53888
533,1,1289564,BLUE LINE TO WATT I-80,1,9.0,53888
533,1,1289565,BLUE LINE TO WATT I-80,1,1.0,53888
507,6,1288688,Gold Line To Sacramento Valley Station,0,23.0,53872
507,6,1288689,Gold Line To Sacramento Valley Station,0,25.0,53872
507,6,1288690,Gold Line To Sacramento Valley Station,0,27.0,53872
507,6,1288691,Gold Line To Sacramento Valley Station,0,23.0,53872
507,6,1288692,Gold Line To Sacramento Valley Station,0,25.0,53872
507,6,1288693,Gold Line To Sacramento Valley Station,0,27.0,53872
507,6,1288694,Gold Line To Sacramento Valley Station,0,29.0,53872
507,6,1288695,Gold Line To Sacramento Valley Station,0,21.0,53872
507,6,1288696,Gold Line To Sacramento Valley Station,0,22.0,53872
507,6,1288697,Gold Line To Sacramento Valley Station,0,24.0,53872
507,6,1288698,Gold Line To Sacramento Valley Station,0,26.0,53872
507,6,1288699,Gold Line To Sacramento Valley Station,0,23.0,53872
507,6,1288700,Gold Line To Sacramento Valley Station,0,25.0,53872
507,6,1288701,Gold Line To Sacramento Valley Station,0,27.0,53872
507,6,1288702,Gold Line To Sacramento Valley Station,0,29.0,53872
507,6,1288703,Gold Line To Sacramento Valley Station,0,21.0,53872
507,6,1288704,Gold Line To Sacramento Valley Station,0,22.0,53872
507,6,1288705,Gold Line To Sacramento Valley Station,0,24.0,53872
507,6,1288706,Gold Line To Sacramento Valley Station,0,26.0,53872
507,6,1288707,Gold Line To Sacramento Valley Station,0,23.0,53872
507,6,1288708,Gold Line To Sacramento Valley Station,0,25.0,53872
507,6,1288709,Gold Line To Downtown Sacramento - 8th & K Only,0,21.0,53874
507,6,1288710,Gold Line To Downtown Sacramento - 8th & K Only,0,26.0,53873
507,6,1288711,Gold Line To Downtown Sacramento - 8th & K Only,0,23.0,53873
507,6,1288712,Gold Line To Downtown Sacramento - 8th & K Only,0,25.0,53873
507,6,1288713,Gold Line To Downtown Sacramento - 8th & K Only,0,22.0,53873
507,6,1288714,Gold Line To Sacramento Valley Station,0,29.0,53872
507,6,1288715,Gold Line To Sacramento Valley Station,0,21.0,53871
507,6,1288716,Gold Line To Sacramento Valley Station,0,23.0,53871
507,6,1288717,Gold Line To Sacramento Valley Station,0,25.0,53871
507,6,1288718,Gold Line To Sacramento Valley Station,0,27.0,53871
507,6,1288719,Gold Line To Sacramento Valley Station,0,29.0,53871
507,6,1288720,Gold Line To Sacramento Valley Station,0,21.0,53871
507,6,1288721,Gold Line To Sacramento Valley Station,0,22.0,53871
507,6,1288722,Gold Line To Sacramento Valley Station,0,24.0,53871
507,6,1288723,Gold Line To Sacramento Valley Station,0,26.0,53871
507,6,1288724,Gold Line To Sacramento Valley Station,0,23.0,53871
507,6,1288725,Gold Line To Sacramento Valley Station,0,25.0,53871
507,6,1288726,Gold Line To Sacramento Valley Station,0,27.0,53871
507,6,1288727,Gold Line To Sacramento Valley Station,0,29.0,53871
507,6,1288728,Gold Line To Sacramento Valley Station,0,21.0,53871
507,6,1288729,Gold Line To Sacramento Valley Station,0,22.0,53871
507,6,1288730,Gold Line To Sacramento Valley Station,0,24.0,53871
507,6,1288731,Gold Line To Sacramento Valley Station,0,26.0,53871
507,6,1288732,Gold Line To Sacramento Valley Station,0,23.0,53871
507,6,1288733,Gold Line To Sacramento Valley Station,0,25.0,53871
507,6,1288734,Gold Line To Sacramento Valley Station,0,27.0,53871
507,6,1288735,Gold Line To Sacramento Valley Station,0,29.0,53871
507,6,1288736,Gold Line To Sacramento Valley Station,0,21.0,53871
507,6,1288737,Gold Line To Sacramento Valley Station,0,22.0,53871
507,6,1288738,Gold Line To Sacramento Valley Station,0,24.0,53871
507,6,1288739,Gold Line To Sacramento Valley Station,0,26.0,53871
507,6,1288740,Gold Line To Sacramento Valley Station,0,23.0,53871
507,6,1288741,Gold Line To Sacramento Valley Station,0,25.0,53871
507,6,1288742,Gold Line To Sacramento Valley Station,0,22.0,53871
507,6,1288743,Gold Line To Sacramento Valley Station,0,24.0,53871
507,6,1288744,Gold Line To Downtown Sacramento - 8th & K Only,0,27.0,53874
507,6,1288745,Gold Line To Downtown Sacramento - 8th & K Only,0,29.0,53874
507,6,1288746,Gold Line To Sunrise,1,23.0,53876
507,6,1288747,Gold Line To Sunrise,1,25.0,53876
507,6,1288748,Gold Line To Sunrise,1,23.0,53876
507,6,1288749,Gold Line To Sunrise,1,25.0,53876
507,6,1288750,Gold Line To Sunrise,1,27.0,53876
507,6,1288751,Gold Line To Sunrise,1,29.0,53876
507,6,1288752,Gold Line To Sunrise,1,21.0,53876
507,6,1288753,Gold Line To Sunrise,1,22.0,53876
507,6,1288754,Gold Line To Sunrise,1,24.0,53876
507,6,1288755,Gold Line To Sunrise,1,26.0,53876
507,6,1288756,Gold Line To Sunrise,1,23.0,53876
507,6,1288757,Gold Line To Sunrise,1,25.0,53876
507,6,1288758,Gold Line To Sunrise,1,27.0,53876
507,6,1288759,Gold Line To Sunrise,1,29.0,53876
507,6,1288760,Gold Line To Sunrise,1,21.0,53876
507,6,1288761,Gold Line To Sunrise,1,22.0,53876
507,6,1288762,Gold Line To Sunrise,1,24.0,53876
507,6,1288763,Gold Line To Sunrise,1,26.0,53876
507,6,1288764,Gold Line To Sunrise,1,23.0,53876
507,6,1288765,Gold Line To Sunrise,1,25.0,53876
507,6,1288766,Gold Line To Sunrise,1,27.0,53876
507,6,1288767,Gold Line To Sunrise,1,29.0,53876
507,6,1288768,Gold Line To Sunrise,1,21.0,53876
507,6,1288769,Gold Line To Sunrise,1,24.0,53876
507,6,1288770,Gold Line To Sunrise,1,27.0,53876
507,6,1288771,Gold Line To Historic Folsom,1,21.0,53875
507,6,1288772,Gold Line To Historic Folsom,1,23.0,53875
507,6,1288773,Gold Line To Historic Folsom,1,25.0,53875
507,6,1288774,Gold Line To Historic Folsom,1,27.0,53875
507,6,1288775,Gold Line To Historic Folsom,1,29.0,53875
507,6,1288776,Gold Line To Historic Folsom,1,21.0,53875
507,6,1288777,Gold Line To Historic Folsom,1,22.0,53875
507,6,1288778,Gold Line To Historic Folsom,1,24.0,53875
507,6,1288779,Gold Line To Historic Folsom,1,26.0,53875
507,6,1288780,Gold Line To Historic Folsom,1,23.0,53875
507,6,1288781,Gold Line To Historic Folsom,1,25.0,53875
507,6,1288782,Gold Line To Historic Folsom,1,27.0,53875
507,6,1288783,Gold Line To Historic Folsom,1,29.0,53875
507,6,1288784,Gold Line To Historic Folsom,1,21.0,53875
507,6,1288785,Gold Line To Historic Folsom,1,22.0,53875
507,6,1288786,Gold Line To Historic Folsom,1,24.0,53875
507,6,1288787,Gold Line To Historic Folsom,1,26.0,53875
507,6,1288788,Gold Line To Historic Folsom,1,23.0,53875
507,6,1288789,Gold Line To Historic Folsom,1,25.0,53875
507,6,1288790,Gold Line To Historic Folsom,1,27.0,53875
507,6,1288791,Gold Line To Historic Folsom,1,29.0,53875
507,6,1288792,Gold Line To Historic Folsom,1,21.0,53875
507,6,1288793,Gold Line To Historic Folsom,1,22.0,53875
507,6,1288794,Gold Line To Historic Folsom,1,24.0,53875
507,6,1288795,Gold Line To Historic Folsom,1,26.0,53875
507,6,1288796,Gold Line To Historic Folsom,1,23.0,53875
507,6,1288797,Gold Line To Historic Folsom,1,25.0,53875
507,6,1288798,Gold Line To Historic Folsom,1,22.0,53875
507,6,1288799,Gold Line To Historic Folsom,1,24.0,53875
507,6,1288800,Gold Line To Historic Folsom,1,26.0,53875
507,6,1288801,Gold Line To Historic Folsom,1,23.0,53875
507,6,1288802,Gold Line To Historic Folsom,1,25.0,53875
507,6,1288803,Gold Line To Historic Folsom,1,22.0,53875
533,6,1289566,BLUE LINE TO CRC,0,8.0,53886
533,6,1289567,BLUE LINE TO CRC,0,7.0,53886
533,6,1289568,BLUE LINE TO CRC,0,6.0,53886
533,6,1289569,BLUE LINE TO CRC,0,10.0,53886
533,6,1289570,BLUE LINE TO CRC,0,10.0,53886
533,6,1289571,BLUE LINE TO CRC,0,4.0,53886
533,6,1289572,BLUE LINE TO CRC,0,3.0,53886
533,6,1289573,BLUE LINE TO CRC,0,2.0,53886
533,6,1289574,BLUE LINE TO CRC,0,1.0,53886
533,6,1289575,BLUE LINE TO CRC,0,5.0,53886
533,6,1289576,BLUE LINE TO CRC,0,4.0,53886
533,6,1289577,BLUE LINE TO CRC,0,3.0,53886
533,6,1289578,BLUE LINE TO CRC,0,2.0,53886
533,6,1289579,BLUE LINE TO CRC,0,1.0,53886
533,6,1289580,BLUE LINE TO CRC,0,5.0,53886
533,6,1289581,BLUE LINE TO CRC,0,4.0,53886
533,6,1289582,BLUE LINE TO CRC,0,3.0,53886
533,6,1289583,BLUE LINE TO CRC,0,9.0,53886
533,6,1289584,BLUE LINE TO CRC,0,8.0,53886
533,6,1289585,BLUE LINE TO CRC,0,7.0,53886
533,6,1289586,BLUE LINE TO CRC,0,6.0,53886
533,6,1289587,BLUE LINE TO CRC,0,10.0,53886
533,6,1289588,BLUE LINE TO CRC,0,4.0,53886
533,6,1289589,BLUE LINE TO CRC,0,3.0,53886
533,6,1289590,BLUE LINE TO CRC,0,2.0,53886
533,6,1289591,BLUE LINE TO CRC,0,1.0,53886
533,6,1289592,BLUE LINE TO CRC,0,10.0,53886
533,6,1289593,BLUE LINE TO CRC,0,4.0,53886
533,6,1289594,BLUE LINE TO CRC,0,3.0,53886
533,6,1289595,BLUE LINE TO CRC,0,2.0,53886
533,6,1289596,BLUE LINE TO CRC,0,1.0,53886
533,6,1289597,BLUE LINE TO CRC,0,10.0,53886
533,6,1289598,BLUE LINE TO CRC,0,4.0,53886
533,6,1289599,BLUE LINE TO CRC,0,3.0,53886
533,6,1289600,BLUE LINE TO CRC,0,2.0,53886
533,6,1289601,BLUE LINE TO CRC,0,1.0,53886
533,6,1289602,BLUE LINE TO CRC,0,2.0,53887
533,6,1289603,BLUE LINE TO CRC,0,1.0,53887
533,6,1289604,BLUE LINE TO CRC,0,6.0,53886
533,6,1289605,BLUE LINE TO CRC,0,7.0,53886
533,6,1289606,BLUE LINE TO CRC,0,8.0,53886
533,6,1289607,BLUE LINE TO CRC,0,9.0,53886
533,6,1289608,BLUE LINE TO CRC,0,5.0,53886
533,6,1289609,BLUE LINE TO CRC,0,6.0,53886
533,6,1289610,BLUE LINE TO CRC,0,7.0,53886
533,6,1289611,BLUE LINE TO CRC,0,8.0,53886
533,6,1289612,BLUE LINE TO CRC,0,9.0,53886
533,6,1289613,BLUE LINE TO CRC,0,5.0,53886
